醫事機構代碼,醫事機構名稱,主責機構註記,醫事機構地址,醫事機構電話,生效起日,生效迄日,整合團隊代碼,整合團隊名稱
3535012048,楊國君診所,,苗栗縣苗栗市中山路１７９號１樓,037330397,105/11/09,999/12/31,HM35010001,心苗栗
3535012066,趙耳鼻喉科診所,,苗栗縣苗栗市至公路19號1樓,037326370,105/05/23,999/12/31,HM35010001,心苗栗
3535020120,王內科精神科診所,,苗栗縣苑裡鎮苑南里中山路１４８號,037862888,105/07/04,999/12/31,HM35010001,心苗栗
3535021396,良宜診所,,苗栗縣苑裡鎮建國路106號1樓,037860937,105/05/23,999/12/31,HM35010001,心苗栗
3535030288,宜佑診所,,苗栗縣通霄鎮通西里中興路４９號,037757307,105/05/23,999/12/31,HM35010001,心苗栗
3535040293,黃正昇診所,,苗栗縣竹南鎮竹南里光復路６８號,037466735,105/11/11,999/12/31,HM35050002,心風采
3535040319,吳診所,,苗栗縣竹南鎮正南里民治街９－１號,037474164,105/05/23,999/12/31,HM35050002,心風采
3535041638,宏安診所,,苗栗縣竹南鎮自強街38號1樓,037466689,105/05/23,999/12/31,HM35050002,心風采
3535050191,陳晟康眼科診所,V,苗栗縣頭份市民族里中華路９９９號,037680888,105/05/23,999/12/31,HM35050002,心風采
3535060080,陳內科診所,,苗栗縣後龍鎮中龍里中正路２９號,037724265,105/05/23,999/12/31,HM35010001,心苗栗
3535071270,卓蘭鎮農會附設農民診所,,苗栗縣卓蘭鎮中街里中正路145號,04 25894711,105/05/23,999/12/31,HM35010001,心苗栗
3535090060,張仲達診所,,苗栗縣公館鄉館東村大同路１２８號,037220357,105/05/23,999/12/31,HM35010001,心苗栗
3535091227,家正診所,,苗栗縣公館鄉通明街６８號１樓,03 7220885,105/05/23,999/12/31,HM35010001,心苗栗
3535101095,平安診所,,苗栗縣銅鑼鄉中正路１５０號,037987645,106/03/01,999/12/31,HM35010002,大千
3535121104,大仁診所,,苗栗縣頭屋鄉尖豐路78號,037251365,105/07/04,999/12/31,HM35010001,心苗栗
3535131253,慈健診所,,苗栗縣三義鄉廣盛村７鄰復興路４６─１號１樓,037878705,105/05/23,999/12/31,HM35010001,心苗栗
3535141053,三湖診所,,苗栗縣西湖鄉店仔街42號1樓,037921218,105/05/23,999/12/31,HM35010001,心苗栗
3535151139,大坪診所,,苗栗縣造橋鄉大西村8鄰尖豐路93號1樓,037542553,105/05/23,999/12/31,HM35010001,心苗栗
3536010351,蘇內兒科診所,V,台中市豐原區中山里府前街３８號,04 25266788,105/06/22,107/12/31,HM36010001,馨豐
3536010799,重仁骨科診所,V,台中市豐原區頂街里中山路４８７號,04 25237075,105/06/14,107/12/31,HM36100001,心分享
3536012917,成功診所,,台中市豐原區成功路２６５號１樓,04 25250073,105/06/22,107/12/31,HM36010001,馨豐
3536012935,唐偉峰復健科診所,,台中市豐原區西勢里中山路３７１號,04 25297228,105/06/22,107/12/31,HM36010001,馨豐
3536020295,梁外科診所,,台中市東勢區北興里豐勢路６１１１號,04 25872053,106/04/01,107/12/31,HM17060002,臺中榮民總醫院
3536020339,維恩耳鼻喉科診所,,台中市東勢區南平里豐勢路３７２號、３７４號,04 25885413,105/05/13,107/12/31,HM03070001,微笑東勢
3536020339,維恩耳鼻喉科診所,,台中市東勢區南平里豐勢路３７２號、３７４號,04 25885413,106/04/01,107/12/31,HM17060002,臺中榮民總醫院
3536031725,仁禾診所,,台中市大甲區中山路一段８５９號１．２樓及８６１號１．２樓,04 26888106,106/03/09,107/12/31,HM36010001,馨豐
3536070240,佳音診所,,臺中市后里區甲后路一段４００號１樓,04 25573268,105/09/02,107/12/31,HM36100001,心分享
3536071381,吉泰診所,,臺中市后里區甲后路一段１６５號１樓、１６７號１樓,04 25585980,106/03/23,107/12/31,HM36100001,心分享
3536071407,厚生診所,,臺中市后里區三豐路三段１０９０號１樓,04 25567201,105/06/22,107/12/31,HM36010001,馨豐
3536071425,后里維恩耳鼻喉科診所,,台中市后里區甲后路１段４８０號１樓,04 25586608,105/06/22,107/12/31,HM36010001,馨豐
3536081314,林政益小兒科診所,,台中市神岡區岸裡里中山路３３號,04 25152765,106/04/01,107/12/31,HM17060002,臺中榮民總醫院
3536091712,佳佑診所,,台中市潭子區勝利路３１９號１樓,04 25336888,105/06/14,107/12/31,HM36100001,心分享
3536100270,宗澤診所,,台中市大雅區文雅里中山北路４９２號,04 25683943,105/08/19,107/12/31,HM17050001,勝美醫院居家醫療照護團隊
3536100270,宗澤診所,,台中市大雅區文雅里中山北路４９２號,04 25683943,106/04/01,107/12/31,HM17060002,臺中榮民總醫院
3536100341,李明慧婦產科診所,,台中市大雅區中清路三段１１８９號,04 25677957,106/04/01,107/12/31,HM17060002,臺中榮民總醫院
3536100449,長安診所,,台中市大雅區大雅里民興街５７號１，２，３樓,04 25609988,106/04/01,107/12/31,HM17060002,臺中榮民總醫院
3536101517,宏明眼科診所,,臺中市大雅區中清東路１０４號１，２樓,04 25668672,106/04/01,107/12/31,HM17060002,臺中榮民總醫院
3536101526,楊得銘皮膚科診所,,臺中市大雅區雅環路二段３１８號１及２樓,04 25653075,106/02/17,107/12/31,HM17050001,勝美醫院居家醫療照護團隊
3536101526,楊得銘皮膚科診所,,臺中市大雅區雅環路二段３１８號１及２樓,04 25653075,106/04/01,107/12/31,HM17060002,臺中榮民總醫院
3536111184,林新診所,,台中市新社區興社街４段７３號之１號,04 25811266,106/04/01,107/12/31,HM17060002,臺中榮民總醫院
3536150243,藍毅生診所,,台中市烏日區中山路１段３４９號,04 23368180,105/09/02,107/12/31,HM36100001,心分享
3536160141,小林診所,,台中市大肚區頂街里沙田路二段７２３號,04 26998489,106/03/23,107/12/31,HM36100001,心分享
3536161326,欣民診所,,台中市大肚區沙田路２段６２５號１樓,04 26993299,106/03/23,107/12/31,HM36100001,心分享
3536171475,魏嘉慶家庭醫學科診所,,台中市龍井區藝術街１４２巷１號,04 26330053,106/04/01,107/12/31,HM17060002,臺中榮民總醫院
3536180107,蔡振生眼科診所,,台中市霧峰區甲寅里中正路１１０６號,04 23399538,106/04/19,107/12/31,HM03180001,慈心
3536180134,楊繼雄內科診所,,台中市霧峰區大同路１號,04 23393135,106/04/19,107/12/31,HM03180001,慈心
3536180198,莊永安診所,,台中市霧峰區萊園路１５６號,04 23390347,106/04/19,107/12/31,HM03180001,慈心
3536180269,陳儀崇診所,,台中市霧峰區萊園路６之１號,04 23391349,106/04/19,107/12/31,HM03180001,慈心
3536180376,劉暄峰小兒科診所,,台中市霧峰區甲寅里中正路１１４１號,04 23332418,106/03/06,107/12/31,HM38030001,馨福
3536181444,仁美婦產科診所,,台中市霧峰區甲寅里中正路１０６２號,04 23335105,106/03/06,107/12/31,HM38030001,馨福
3536181480,天仁小兒科診所,,台中市霧峰區中正路９６７號１樓、９６９號１樓,04 23336678,106/04/19,107/12/31,HM03180001,慈心
3536181551,溫鴻耳鼻喉科診所,,台中市霧峰區中正路８７２號１樓,04 23303839,106/04/19,107/12/31,HM03180001,慈心
3536190701,李正智診所,,台中市太平區中平里太平路２３２號,04 22784900,106/04/19,107/12/31,HM03180001,慈心
3536190952,文貴旺診所,,台中市太平區太平路３２６號１樓,04 22794321,106/03/23,107/12/31,HM36100001,心分享
3536192250,德祐診所,,台中市太平區興隆里光興路１０７６號,04 22730849,105/08/19,107/12/31,HM17050001,勝美醫院居家醫療照護團隊
3536192250,德祐診所,,台中市太平區興隆里光興路１０７６號,04 22730849,106/04/01,107/12/31,HM17060002,臺中榮民總醫院
3536201094,大欣診所,,台中市大里區新興路１５號,04 24069660,106/03/23,107/12/31,HM36100001,心分享
3536202715,和信診所,,台中市大里區德芳路一段６３號３樓,04 24830848,106/03/23,107/12/31,HM36100001,心分享
3536202804,台安診所,,台中市大里區甲堤南路１１２號,04 22754666,106/03/23,107/12/31,HM36100001,心分享
3537010122,李伯儀外婦科診所,,彰化縣彰化市興北里長壽街１７０號,04 7222066,105/05/17,107/12/31,HM37010001,幸福彰化
3537010373,林沙滿診所,,彰化縣彰化市信義里民生路３３３號,04 7228786,105/05/17,107/12/31,HM37010001,幸福彰化
3537011030,吉原診所,,彰化縣彰化市平和里中華西路２６６號,04 7627522,106/03/31,107/12/31,HM37010004,彰聯居家醫療整合照護團隊
3537011352,林？旻診所,,彰化縣彰化市信義里長壽街１６９號,04 7271498,105/05/17,107/12/31,HM37010001,幸福彰化
3537011487,陳奇男診所,V,彰化縣彰化市興北里三民路２１７號,04 7286671,105/05/27,107/12/31,HM37010002,馨樂
3537011736,浩恩耳鼻喉科診所,,彰化縣彰化市中正里中正路一段３２６號,04 7289643,105/05/27,107/12/31,HM37010002,馨樂
3537011745,陽光小兒科診所,,彰化縣彰化市大竹里彰南路二段２１９號,04 7320210,105/06/30,107/12/31,HM37010003,全家
3537011816,紀旭聯診所,,彰化縣彰化市中正路２段４７１號,04 7277699,105/05/17,107/12/31,HM37010001,幸福彰化
3537013150,陳祖傑耳鼻喉科診所,,彰化縣彰化市大竹里彰南路２段１８７號及三竹路４０巷２２號,04 7375935,105/05/27,107/12/31,HM37010002,馨樂
3537013847,安怡診所,,彰化縣彰化市成功里中山路２段５５號及５５之１號,04 7232389,106/03/31,107/12/31,HM37010004,彰聯居家醫療整合照護團隊
3537021652,頂安診所,,彰化縣鹿港鎮鹿和路３段６２２巷５號、６號,04 7722989,105/04/07,107/12/31,HM37200001,二水衛生所
3537030071,永吉外科診所,,彰化縣和美鎮和北里彰美路六段６４號,04 7555875,106/03/31,107/12/31,HM37010004,彰聯居家醫療整合照護團隊
3537030099,蕭國隆小兒科診所,,彰化縣和美鎮和東里彰美路五段２５５號,04 7553021,105/05/27,107/12/31,HM37030001,馨美
3537030151,曾思遠診所,,彰化縣和美鎮和西里和線路８５號,04 7555423,105/05/27,107/12/31,HM37030001,馨美
3537030160,謝錫炎診所,,彰化縣和美鎮和西里和線路４７號,04 7555536,105/06/30,107/12/31,HM37010003,全家
3537030231,曾榮昌診所,V,彰化縣和美鎮和北里彰美路六段２６號,04 7559151,105/05/27,107/12/31,HM37030001,馨美
3537030295,吳祥富內科復健科診所,,彰化縣和美鎮彰美路５段215號1-2樓217號1-2樓213號1-2樓219號1樓,04 7563430,105/05/27,107/12/31,HM37030001,馨美
3537030357,庚新診所,,彰化縣和美鎮糖友里糖友一街８２號１樓及８６號１樓,04 7367095,105/06/30,107/12/31,HM37010003,全家
3537031434,和生婦產科診所,,彰化縣和美鎮和西里彰美路六段１４３號,04 7567178,105/05/27,107/12/31,HM37030001,馨美
3537031569,順平診所,,彰化縣和美鎮和東里彰美路５段２７６號１樓,04 7555407,105/05/27,107/12/31,HM37030001,馨美
3537031596,文棟耳鼻喉科診所,,彰化縣和美鎮和東里彰美路５段２９５號,04 7552266,105/05/27,107/12/31,HM37030001,馨美
3537041252,幼恩小兒科診所,,彰化縣北斗鎮新政里中華路２４５號,04 8781819,105/06/29,107/12/31,HM37050002,員滿
3537041323,恩幼小兒科診所,,彰化縣北斗鎮中華路２４５號,04 8781819,105/06/29,107/12/31,HM37050002,員滿
3537050260,陳內小兒科診所,,彰化縣員林市中正里三民街４０－３號,04 8321635,105/06/29,107/12/31,HM37050002,員滿
3537050402,忠杰婦產科診所,V,彰化縣員林市萬年里員水路二段４３９號,04 8331929,105/06/29,107/12/31,HM37050002,員滿
3537050546,潘耳鼻喉科診所,,彰化縣員林市民生里中正路２２６號,04 8347798,105/12/09,107/12/31,HM37050002,員滿
3537050788,茂仁眼科診所,,彰化縣員林市中正里三民東街４５號,04 8322755,105/10/06,107/12/31,HM37150001,員林郭醫院附設護理之家
3537050859,蕭□森診所,,彰化縣員林市三條里三民東街２８２號,04 8357998,105/10/06,107/12/31,HM37150001,員林郭醫院附設護理之家
3537052175,蕭火炩婦產科診所,,彰化縣員林市惠來里南昌路１２８號１～２樓,04 8356111,105/06/29,107/12/31,HM37050002,員滿
3537052504,高杏診所,,彰化縣員林市中正路２２６號,04 8347798,105/12/20,107/12/31,HM37050002,員滿
3537052737,彰恩耳鼻喉科診所,,彰化縣員林市忠孝里員水路２段３５６號１樓及３５８號１樓,04 8366607,105/06/29,107/12/31,HM37050002,員滿
3537052844,大郭診所,,彰化縣員林市振興里山腳路二段７４號１、２樓,04 8361332,105/12/09,107/12/31,HM37050002,員滿
3537052899,億律診所,,彰化縣員林市惠來里南昌路９８號１樓,04 8393992,106/03/07,107/12/31,HM37050002,員滿
3537060113,巫世雄外科診所,,彰化縣溪湖鎮平和里彰水路３段２１２號,04 8852859,105/05/27,107/12/31,HM37060001,馨滿
3537061521,陳偉仁診所,,彰化縣溪湖鎮平和里員鹿路３段６９號及７１號,04 8820399,105/05/27,107/12/31,HM37060001,馨滿
3537061530,南恩內科診所,V,彰化縣溪湖鎮湖東里大溪路２段３４６號１、２樓,04 8827009,105/05/27,107/12/31,HM37060001,馨滿
3537080240,洪國強小兒科診所,V,彰化縣二林鎮南光里大成路一段２４９號,04 8966977,105/06/29,107/12/31,HM37080001,健康二林
3537081292,陳嘉惠診所,,彰化縣二林鎮南光里大成路１段３０６號,04 8960247,105/06/29,107/12/31,HM37080001,健康二林
3537081309,龍德診所,,彰化縣二林鎮豐田里斗苑路４段５９７．５９９號,04 8956808,106/02/15,107/12/31,HM37080001,健康二林
3537090031,聖光診所,,彰化縣線西鄉寓埔村中華路５４號１樓,04 7587425,105/12/22,107/12/31,HM37010001,幸福彰化
3537100087,許權傑診所,,彰化縣伸港鄉新港村忠孝路９．１１號,04 7995100,105/05/27,107/12/31,HM37030001,馨美
3537111142,慶安診所,,彰化縣福興鄉廈粘村沿海路３段２０４號１樓,04 7704276,105/05/27,107/12/31,HM37060001,馨滿
3537141293,社口診所,,彰化縣芬園鄉彰南路４段２０１號,0492512723,105/07/11,107/12/31,HM38030001,馨福
3537150078,黃建成診所,,彰化縣大村鄉大村村茄苳路一段２３５號,04 8524074,106/03/31,107/12/31,HM37010004,彰聯居家醫療整合照護團隊
3537151093,萬來診所,,彰化縣大村鄉福興村山腳路８０之８號,04 8534585,106/03/31,107/12/31,HM37010004,彰聯居家醫療整合照護團隊
3537151119,五行診所,,彰化縣大村鄉黃厝村１２鄰山腳路２－２７號１樓,04 8527603,105/04/07,107/12/31,HM37200001,二水衛生所
3537151119,五行診所,,彰化縣大村鄉黃厝村１２鄰山腳路２－２７號１樓,04 8527603,106/03/31,107/12/31,HM37010004,彰聯居家醫療整合照護團隊
3537181199,瑚璉診所,,彰化縣永靖鄉永西村瑚璉路２４３號,04 8226566,106/03/31,107/12/31,HM37010004,彰聯居家醫療整合照護團隊
3537220011,光明診所,,彰化縣埤頭鄉合興村斗苑西路４２６號,04 8924696,105/05/27,107/12/31,HM37060001,馨滿
3537221134,陳嘉烈診所,,彰化縣埤頭鄉合興村斗苑西路１５６號,04 8920222,105/05/27,107/12/31,HM37060001,馨滿
3537231283,正宜診所,V,彰化縣芳苑鄉福榮村上林路路上段５２１號,04 8981275,105/08/12,107/12/31,HM37230001,南彰化
3538010144,中心診所,,南投縣南投市仁和里彰南路二段５０號,0492222470,105/06/13,107/12/31,HM38010001,衛生福利部南投醫院
3538010304,許內兒科診所,,南投縣南投市民族路２８０號,0492221892,105/06/13,107/12/31,HM38010001,衛生福利部南投醫院
3538010484,曾俊傑診所,,南投縣南投市大同街１巷２號,0492223875,105/06/13,107/12/31,HM38010001,衛生福利部南投醫院
3538010528,亞中診所,,南投市復興路３０７號,0492227374,105/06/13,107/12/31,HM38010001,衛生福利部南投醫院
3538010555,詹建盛診所,,南投縣南投市南陽路475號,0492243055,105/06/13,107/12/31,HM38010001,衛生福利部南投醫院
3538010662,梁力仁診所,,南投縣南投市漳和里彰南路２段４００號１樓,0492202155,105/06/13,107/12/31,HM38010001,衛生福利部南投醫院
3538011678,義德診所,,南投縣南投市南投里彰南路二段１５號,0492222088,106/02/21,107/12/31,HM38010001,衛生福利部南投醫院
3538011712,馨生婦產科診所,,南投縣南投市 中山街１４巷１３號１.２.３.５樓，１５號１-２樓,0492206626,105/12/09,107/12/31,HM38010001,衛生福利部南投醫院
3538011758,淵源診所,,南投縣南投市民族路３００號,0492222171,105/06/13,107/12/31,HM38010001,衛生福利部南投醫院
3538022608,福樂診所,,南投縣埔里鎮和平東路４１３號,0492900977,105/06/13,107/12/31,HM38010001,衛生福利部南投醫院
3538030048,滄浪診所,,南投縣草屯鎮中山街２４２號,0492333420,105/07/11,107/12/31,HM38030001,馨福
3538030075,王外科診所,,南投縣草屯鎮中山里太平路二段２３１號,0492326706,105/06/13,107/12/31,HM38010001,衛生福利部南投醫院
3538030100,莊診所,,南投縣草屯鎮和平里中山街１１６號,0492333387,105/06/13,107/12/31,HM38010001,衛生福利部南投醫院
3538030459,邱哲煌皮膚科診所,,南投縣草屯鎮中正路７７１號,0492322897,105/07/11,107/12/31,HM38030001,馨福
3538030520,育英診所,,南投縣草屯鎮和平里和興三街２４號,0492367696,105/06/13,107/12/31,HM38010001,衛生福利部南投醫院
3538030593,泰安婦產科診所,,南投縣草屯鎮炎峰村中正路６０８號,0492333168,105/06/13,107/12/31,HM38010001,衛生福利部南投醫院
3538030851,錦林診所,,南投縣草屯鎮新厝里虎山路７３６號,0492357509,105/07/11,107/12/31,HM38030001,馨福
3538030860,仁民診所,,南投縣草屯鎮山腳里虎山路１２６號,0492370526,105/07/11,107/12/31,HM38030001,馨福
3538030904,寶仁復健科診所,,南投縣草屯鎮草溪路９９３號１至２樓,0492304666,105/07/11,107/12/31,HM38030001,馨福
3538030968,蔡文雄診所,,南投縣草屯鎮富寮里富昌路２-１號,0492569085,105/06/22,107/12/31,HM36010001,馨豐
3538030968,蔡文雄診所,V,南投縣草屯鎮富寮里富昌路２-１號,0492569085,105/07/11,107/12/31,HM38030001,馨福
3538031081,謝立中聯合診所,,南投縣草屯鎮碧山南路１３號,0492301010,105/07/11,107/12/31,HM38030001,馨福
3538033067,為國眼科診所,,南投縣草屯鎮草溪路９７８號１－２樓,0492320190,105/07/11,107/12/31,HM38030001,馨福
3538033076,聖安診所,,南投縣草屯鎮中正路７６１號１樓,0492311139,105/06/13,107/12/31,HM38010001,衛生福利部南投醫院
3538033094,品康耳鼻喉科診所,,南投縣草屯鎮和平里育英街２００號,0492333100,105/07/11,107/12/31,HM38030001,馨福
3538033147,德欣診所,,南投縣草屯鎮太平路一段３２３號２樓,0492390335,106/03/28,107/12/31,HM03190002,長安醫院居家醫療照護團隊
3538041434,謝明哲診所,,南投縣竹山鎮集山路三段８１６之２號,0492660583,105/07/21,107/12/31,HM38040001,竹山秀傳醫院
3538061329,玄祐診所,,南投縣名間鄉南雅村南雅街１１３號,0492730988,105/06/13,107/12/31,HM38010001,衛生福利部南投醫院
3538070033,陳首志診所,,南投縣鹿谷鄉彰雅村中正路一段３２４號,0492751753,105/06/13,107/12/31,HM38010001,衛生福利部南投醫院
3538070060,鹿谷鄉農民診所,,南投縣鹿谷鄉廣興村光復路１８８號１樓,0492753995,105/06/13,107/12/31,HM38010001,衛生福利部南投醫院
3538101408,永隆診所,,南投縣國姓鄉北山村南港路３０３號１樓,0492452506,105/06/13,107/12/31,HM38010001,衛生福利部南投醫院
3538111422,博愛診所,,南投縣水里鄉民生路１２６號,0492871555,105/06/13,107/12/31,HM38010001,衛生福利部南投醫院
3539011029,葉雲宇復健科診所,,雲林縣斗六市忠孝里大同路１２２號,05 5328708,105/08/01,107/12/31,HM39010001,國立臺灣大學醫學院附設醫院雲林分院團隊
3539012526,永安診所,,雲林縣斗六市中華路４６８號,05 5376998,105/07/18,107/12/31,HM39060001,中醫北港居家醫療整合團隊
3539020206,劉泰成聯合診所,,雲林縣斗南鎮東仁里中山路１２號,05 5964566,105/08/01,107/12/31,HM39010001,國立臺灣大學醫學院附設醫院雲林分院團隊
3539021543,石龜溪診所,,雲林縣斗南鎮石龜里中和路５０號,05 5979438,106/02/08,107/12/31,HM40030001,大林慈濟居家醫療照護整合計畫團隊
3539030355,廖小兒科診所,,雲林縣虎尾鎮東仁里信義路５６號,05 6339566,105/03/25,107/12/31,HM39030001,若瑟居家醫療照護團隊
3539032046,腎安診所,,雲林縣虎尾鎮光復路３６０號,05 6330126,105/08/01,107/12/31,HM39010001,國立臺灣大學醫學院附設醫院雲林分院團隊
3539040182,杏泰診所,,雲林縣西螺鎮中和里中山路４８號,05 5874159,105/08/01,107/12/31,HM39010001,國立臺灣大學醫學院附設醫院雲林分院團隊
3539040217,長榮診所,,雲林縣西螺鎮正興里建興路１４８號,05 5876222,105/03/25,107/12/31,HM39030001,若瑟居家醫療照護團隊
3539041492,林志益診所,,雲林縣西螺鎮吳厝里吳厝路２７－１１號,05 5880515,105/07/18,107/12/31,HM39060001,中醫北港居家醫療整合團隊
3539051390,土庫台全診所,,雲林縣土庫鎮順天里中正路１１０號,05 6629666,105/03/25,107/12/31,HM39030001,若瑟居家醫療照護團隊
3539070064,安泰家庭醫學科診所,,雲林縣古坑鄉古坑村中山路８１號,05 5822020,105/08/01,107/12/31,HM39010001,國立臺灣大學醫學院附設醫院雲林分院團隊
3539070171,林炳煌家庭醫學科診所,,雲林縣古坑鄉朝陽村中山路２３４號,05 5827493,105/08/01,107/12/31,HM39010001,國立臺灣大學醫學院附設醫院雲林分院團隊
3539100076,禾安診所,,雲林縣林內鄉重興村１４６－９號,05 5895838,105/08/01,107/12/31,HM39010001,國立臺灣大學醫學院附設醫院雲林分院團隊
3539111426,二崙台全診所,,雲林縣二崙鄉崙西村中山路１１９號,05 5981111,105/03/25,107/12/31,HM39030001,若瑟居家醫療照護團隊
3539120201,聖仁診所,,雲林縣崙背鄉南陽村中山路１８７號,05 6969639,105/03/25,107/12/31,HM39030001,若瑟居家醫療照護團隊
3539131866,陳皇霖診所,,雲林縣麥寮鄉中山路１０８－２號,05 6936386,105/03/25,107/12/31,HM39030001,若瑟居家醫療照護團隊
3539140187,陳銘森診所,,雲林縣東勢鄉東南村東勢西路６０號,05 6992686,105/03/25,107/12/31,HM39030001,若瑟居家醫療照護團隊
3539141282,林坤永診所,,雲林縣東勢鄉同安村同安路１６０－５號,05 6991338,105/10/25,107/12/31,HM39060001,中醫北港居家醫療整合團隊
3539151224,忠三仁診所,,雲林縣褒忠鄉中正路４６６號,05 6972606,105/06/30,107/12/31,HM39060001,中醫北港居家醫療整合團隊
3539160385,永吉診所,,雲林縣臺西鄉臺西村民生路２４號,05 6983112,105/03/25,107/12/31,HM39030001,若瑟居家醫療照護團隊
3539170238,大千診所,,雲林縣元長鄉南興路１１之６號,05 7981050,105/06/30,107/12/31,HM39060001,中醫北港居家醫療整合團隊
3539170274,元安診所,,雲林縣元長鄉長南村中山路２７號,05 7880678,105/06/30,107/12/31,HM39060001,中醫北港居家醫療整合團隊
3539181866,人人診所,,雲林縣四湖鄉中正路４１７號,05 7877880,105/06/30,107/12/31,HM39060001,中醫北港居家醫療整合團隊
3539190427,泰安診所,,雲林縣口湖鄉湖東村文安街３２號,05 7895869,105/10/25,107/12/31,HM39060001,中醫北港居家醫療整合團隊
3539190472,榮峰診所,,雲林縣口湖鄉崙東村中山路６６、６８號,05 7993070,105/06/30,107/12/31,HM39060001,中醫北港居家醫療整合團隊
3539201229,杏霖診所,,雲林縣水林鄉水南村水林路１０７號,05 7857481,105/06/30,107/12/31,HM39060001,中醫北港居家醫療整合團隊
3540010136,漢隆婦產科診所,,嘉義縣朴子市大同路２６６號,05 3791127,105/05/31,107/12/31,HM22010001,天主教聖馬爾定醫院居家醫療整合照護團隊
3540031260,郭宗豪診所,,嘉義縣大林鎮西林里中正路４８６號,05 2655112,106/02/08,107/12/31,HM40030001,大林慈濟居家醫療照護整合計畫團隊
3540031313,杏茹診所,,嘉義縣大林鎮三塊厝７之６號及７之７號,05 2955877,106/02/08,107/12/31,HM40030001,大林慈濟居家醫療照護整合計畫團隊
3540031338,丘傑隆診所,,嘉義縣大林鎮平和街４７之１號,05 2648772,106/02/08,107/12/31,HM40030001,大林慈濟居家醫療照護整合計畫團隊
3540031340,劉鎮嘉診所,,嘉義縣大林鎮平林里３３鄰中興路２６４號,05 2649000,106/02/08,107/12/31,HM40030001,大林慈濟居家醫療照護整合計畫團隊
3540040036,賴政友診所,,嘉義縣民雄鄉東榮村和平路９號,05 2262624,105/04/20,107/12/31,HM22010002,嘉基居家醫療照護整合計畫團隊
3540040143,林恆文診所,,嘉義縣民雄鄉西安村西安路３０－１號,05 2266555,105/04/20,107/12/31,HM22010002,嘉基居家醫療照護整合計畫團隊
3540040161,蕭賜彥診所,,嘉義縣民雄鄉福樂村建國路三段２５２號,05 2200858,105/04/20,107/12/31,HM22010002,嘉基居家醫療照護整合計畫團隊
3540040205,何慶堂診所,,嘉義縣民雄鄉西安路３５－１９號,05 2260728,105/04/20,107/12/31,HM22010002,嘉基居家醫療照護整合計畫團隊
3540040287,仁德診所,,嘉義縣民雄鄉東榮村民生路３６號,05 2260567,106/02/08,107/12/31,HM40030001,大林慈濟居家醫療照護整合計畫團隊
3540040376,奕安診所,,嘉義縣民雄鄉興南村頭橋５５７之３１號,05 2204885,105/04/20,107/12/31,HM22010002,嘉基居家醫療照護整合計畫團隊
3540041524,得安診所,,嘉義縣民雄鄉福樂村埤角５２４號,05 2212033,105/04/20,107/12/31,HM22010002,嘉基居家醫療照護整合計畫團隊
3540041775,天佑診所,,嘉義縣民雄鄉西安村西安路２１－１號１樓,05 2061926,106/02/08,107/12/31,HM40030001,大林慈濟居家醫療照護整合計畫團隊
3540050050,錦洲診所,,嘉義縣溪口鄉溪東村民生街５６號,05 2696058,105/04/20,107/12/31,HM22010002,嘉基居家醫療照護整合計畫團隊
3540060190,李龍駒診所,,嘉義縣新港鄉福德村９鄰中山路７２巷１８、２０號,05 3747911,105/04/20,107/12/31,HM22010002,嘉基居家醫療照護整合計畫團隊
3540131452,柯診所,,嘉義縣中埔鄉中埔村１０鄰中埔７１－３０號１、２樓,05 2531616,105/09/26,107/12/31,HM22010001,天主教聖馬爾定醫院居家醫療整合照護團隊
3540131498,台大佳醫診所,,嘉義縣中埔鄉金蘭村頂山門３４－５１號,05 2399199,105/07/29,107/12/31,HM22010002,嘉基居家醫療照護整合計畫團隊
3540141207,慶安診所,,嘉義縣竹崎鄉灣橋村灣橋２２４號,05 2793377,105/08/08,107/12/31,HM22010001,天主教聖馬爾定醫院居家醫療整合照護團隊
3540161067,聖光診所,,嘉義縣番路鄉下坑村下坑４６１５號,05 2590395,105/04/20,107/12/31,HM22010001,天主教聖馬爾定醫院居家醫療整合照護團隊
3541010916,楊俊士診所,,臺南市新營區復興路１２９之４號,06 6353953,105/10/03,107/12/31,HM41010001,衛生福利部新營醫院
3541050438,宏和診所,,臺南市佳里區建南里光復路２５號,06 7232335,105/10/03,107/12/31,HM41010001,衛生福利部新營醫院
3541050563,人人診所,,臺南市佳里區鎮山里自由街１１０號,06 7228895,105/10/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3541060229,周明山診所,,臺南市新化區護國里中山路１９２－１號,06 5904168,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3541061691,徐小兒科診所,,臺南市新化區中山路１９３號１樓,06 5901995,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3541061735,崇祐小兒科診所,,臺南市新化區忠孝路２８５號,06 5980342,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3541070109,東升診所,,臺南市善化區光文里中山路２３０號,06 5851888,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3541071357,吳建輝診所,,臺南市善化區大成路２１０號,06 5853466,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
